psi,step,w0,w1,f(w),g(w)
0.0,0,-2.0,3.0,10.0,-1.0
0.0,1,-1.1015238761901855,2.699998378753662,4.9064007,-0.4015255
0.0,2,-0.47408342361450195,2.487313985824585,2.4103968,0.013230562
0.0,3,-0.6245676279067993,2.341646194458008,2.755942,-0.28292143
0.0,4,-0.1400238275527954,2.2393195629119873,1.3569282,0.099295616
0.0,5,-0.2896578311920166,2.085918426513672,1.6705993,-0.2037394
0.0,6,0.09151461720466614,2.062051296234131,0.8291961,0.15356588
0.0,7,-0.059522971510887146,1.9125707149505615,1.1302329,-0.14695227
0.0,8,0.25672823190689087,1.9448169469833374,0.55549806,0.20154524
0.0,9,0.10308152437210083,1.795203447341919,0.8464044,-0.10171509
0.0,10,0.3724100887775421,1.854780673980713,0.4149578,0.22719073
0.0,11,0.22432731091976166,1.7112412452697754,0.6850497,-0.06443143
0.0,12,0.45453858375549316,1.797249674797058,0.33863583,0.25178814
0.0,13,0.3075094223022461,1.6494109630584717,0.60245585,-0.043079615
0.0,14,0.5197936296463013,1.7555493116378784,0.29035428,0.27534294
0.0,15,0.37222418189048767,1.6022876501083374,0.55227757,-0.025488138
0.0,16,0.5596814155578613,1.713442325592041,0.27599576,0.27312374
0.0,17,0.40772420167922974,1.5708727836608887,0.5349408,-0.021403074
0.0,18,0.5851449370384216,1.7053836584091187,0.2589035,0.29052854
0.0,19,0.4336373209953308,1.556358814239502,0.5175842,-0.010003805
0.0,20,0.6048020124435425,1.6922754049301147,0.2508759,0.29707742
0.0,21,0.45619869232177734,1.5414254665374756,0.5060105,-0.0023758411
0.0,22,0.619647204875946,1.6727256774902344,0.25177673,0.29237294
0.0,23,0.46657794713974,1.5242124795913696,0.51091284,-0.009209633
0.0,24,0.6295374035835266,1.6629527807235718,0.25084338,0.29249024
0.0,25,0.4842780828475952,1.514227032661438,0.5019445,-0.0014948845
0.0,26,0.6383551955223083,1.6615086793899536,0.24536335,0.29986382
0.0,27,0.48145294189453125,1.5145233869552612,0.5045786,-0.004023671
0.0,28,0.63888019323349,1.6605173349380493,0.24565598,0.29939747
0.0,29,0.4892623722553253,1.5106067657470703,0.5003587,-0.0001308918
0.0,30,0.6440004110336304,1.6617592573165894,0.24114251,0.30575967
0.0,31,0.4991881251335144,1.5096745491027832,0.49123156,0.008862734
0.0,32,0.35043394565582275,1.3566744327545166,0.83580387,-0.29289162
0.0,33,0.5500197410583496,1.5545169115066528,0.40093744,0.10453653
0.0,34,0.40307360887527466,1.4048316478729248,0.7105465,-0.1920948
0.0,35,0.5811503529548645,1.5827314853668213,0.34954804,0.16388178
0.0,36,0.4311721920967102,1.4341199398040771,0.6437853,-0.13470793
0.0,37,0.5938636660575867,1.6047112941741943,0.3211999,0.19857502
0.0,38,0.44458597898483276,1.4532554149627686,0.60741436,-0.10215855
0.0,39,0.6171907186508179,1.615250587463379,0.29457507,0.23244143
0.0,40,0.46977365016937256,1.4611248970031738,0.57152635,-0.06910145
0.1,0,-2.0,3.0,10.0,-1.0
0.1,1,-1.102161169052124,2.6966381072998047,4.9043865,-0.40552306
0.1,2,-0.565784752368927,2.530078887939453,2.7326653,-0.035705805
0.1,3,-0.3893122375011444,2.454568862915039,2.1368213,0.065256596
0.1,4,-0.4735124707221985,2.24992299079895,2.2337005,-0.22358942
0.1,5,-0.006890833377838135,2.200700521469116,1.0541097,0.19380975
0.1,6,-0.06876853853464127,2.0662853717803955,1.1466599,-0.0024831295
0.1,7,0.15239852666854858,2.0374906063079834,0.7198338,0.1898892
0.1,8,0.0015419721603393555,1.8895809650421143,1.0091108,-0.10887706
0.1,9,0.22662533819675446,1.9531611204147339,0.6003023,0.17978644
0.1,10,0.046500399708747864,1.8473968505859375,0.9324492,-0.106102705
0.1,11,0.27226054668426514,1.9003546237945557,0.5395339,0.17261505
0.1,12,0.1280791312456131,1.8167251348495483,0.7938357,-0.05519569
0.1,13,0.4378897547721863,2.058778762817383,0.31942287,0.49666858
0.1,14,0.26968467235565186,1.879427194595337,0.5478983,0.14911175
0.1,15,0.17673881351947784,1.8016835451126099,0.7170884,-0.021577597
0.1,16,0.3301684558391571,1.8573590517044067,0.4690207,0.18752742
0.1,17,0.1365925520658493,1.6799664497375488,0.84789383,-0.18344104
0.1,18,0.42577803134918213,1.8582866191864014,0.34981355,0.28406477
0.1,19,0.22943168878555298,1.705610990524292,0.6804404,-0.06495738
0.1,20,0.4349116086959839,1.7627359628677368,0.3756191,0.19764757
0.1,21,0.24989500641822815,1.7080720663070679,0.6478795,-0.042032957
0.1,22,0.2771829068660736,1.939451813697815,0.5261306,0.21663475
0.1,23,0.14445394277572632,1.7775683403015137,0.7814349,-0.07797766
0.1,24,0.4021848738193512,1.8396621942520142,0.38309115,0.24184704
0.1,25,0.253494530916214,1.7246994972229004,0.6330608,-0.021806002
0.1,26,0.46879449486732483,1.8273108005523682,0.31200087,0.29610538
0.1,27,0.31409919261932373,1.7605345249176025,0.5278036,0.0746336
0.1,28,0.09846635162830353,1.679291844367981,0.9156167,-0.22224176
0.1,29,0.3617364168167114,1.7221076488494873,0.48460457,0.083844185
0.1,30,0.21410544216632843,1.5709865093231201,0.8016829,-0.214908
0.1,31,0.4133897125720978,1.7437455654144287,0.409778,0.15713525
0.1,32,0.1876414567232132,1.6928044557571411,0.7542955,-0.11955404
0.1,33,0.4095940887928009,1.8015849590301514,0.3879477,0.21117902
0.1,34,0.17596344649791718,1.5851800441741943,0.85111177,-0.23885655
0.1,35,0.42037951946258545,1.7117841243743896,0.4190283,0.13216352
0.1,36,0.3024718761444092,1.6323370933532715,0.6217215,-0.06519103
0.1,37,0.4368555545806885,1.707918405532837,0.40244332,0.14477396
0.1,38,0.2909453511238098,1.5310386419296265,0.72268325,-0.17801595
0.1,39,0.5413703918457031,1.6803007125854492,0.31254876,0.2216711
0.1,40,0.40473031997680664,1.5045236349105835,0.5998428,-0.090746045
0.3,0,-2.0,3.0,10.0,-1.0
0.3,1,-1.2711960077285767,2.7990565299987793,5.796822,-0.47213948
0.3,2,-0.8985754251480103,2.6230363845825195,3.992763,-0.27553904
0.3,3,-0.36208170652389526,2.444772481918335,2.0530891,0.082690716
0.3,4,-0.4041845202445984,2.2539682388305664,2.0362341,-0.15021634
0.3,5,0.06827309727668762,2.1698226928710938,0.89695483,0.23809576
0.3,6,0.13887128233909607,2.065886974334717,0.7458837,0.20475817
0.3,7,-0.057688191533088684,2.0317211151123047,1.1197107,-0.025967121
0.3,8,0.27047592401504517,1.9598844051361084,0.53381467,0.23036027
0.3,9,0.3235532343387604,1.7158434391021729,0.5383252,0.039396763
0.3,10,0.3419937193393707,1.5669848918914795,0.6204744,-0.09102142
0.3,11,0.7978485822677612,1.803676962852478,0.07940793,0.60152555
0.3,12,0.8026725053787231,1.8008055686950684,0.07861656,0.60347795
0.3,13,0.6252422332763672,1.7288806438446045,0.21394908,0.35412288
0.3,14,0.6220827102661133,1.488790512084961,0.40415663,0.11087322
0.3,15,0.3498929440975189,1.246756911277771,0.99001426,-0.4033501
0.3,16,0.4112425148487091,1.3863937854766846,0.723148,-0.20236373
0.3,17,0.5083112120628357,1.5718364715576172,0.42508188,0.08014774
0.3,18,0.40056830644607544,1.387150526046753,0.73490286,-0.21228123
0.3,19,0.3592225909233093,1.3980653285980225,0.772921,-0.24271202
0.3,20,0.4838240444660187,1.5694973468780518,0.4517702,0.05332136
0.3,21,0.41382962465286255,1.2772750854492188,0.865927,-0.30889535
0.3,22,0.6292025446891785,1.4741548299789429,0.41400388,0.103357315
0.3,23,0.5203404426574707,1.2472455501556396,0.7967125,-0.232414
0.3,24,0.4603419303894043,1.547408103942871,0.49607027,0.0077500343
0.3,25,0.3102608323097229,1.3249359130859375,0.9314516,-0.3648033
0.3,26,0.4408305287361145,1.5282604694366455,0.5352087,-0.030909061
0.3,27,0.535319983959198,1.6765764951705933,0.32053027,0.21189642
0.3,28,0.3739093542098999,1.4854164123535156,0.6567857,-0.14067423
0.3,29,0.5914272665977478,1.6328065395355225,0.3017627,0.22423387
0.3,30,0.5219846963882446,1.601149320602417,0.3875805,0.123134136
0.3,31,0.31057387590408325,1.4728610515594482,0.75318384,-0.21656513
0.3,32,0.43303945660591125,1.4858797788619995,0.58576393,-0.081080794
0.3,33,0.5167573690414429,1.6485553979873657,0.35703677,0.16531277
0.3,34,0.4977574348449707,1.536049723625183,0.46749747,0.033807278
0.3,35,0.522968053817749,1.4334667921066284,0.5485194,-0.043565154
0.3,36,0.6953154802322388,1.5160496234893799,0.3270406,0.21136522
0.3,37,0.5649189352989197,1.4662364721298218,0.47419903,0.031155348
0.3,38,0.3026275038719177,1.2206885814666748,1.0936546,-0.47668386
0.3,39,0.40552613139152527,1.3272446393966675,0.8059989,-0.2672292
0.3,40,0.44841307401657104,1.4311739206314087,0.6278112,-0.120413065
0.4,0,-2.0,3.0,10.0,-1.0
0.4,1,-1.4964487552642822,2.9693684577941895,7.1719317,-0.5270803
0.4,2,-1.3794996738433838,2.9480819702148438,6.5608783,-0.4314177
0.4,3,-0.8621354103088379,2.8051207065582275,4.1157675,-0.057014704
0.4,4,-0.4997161626815796,2.836804151535034,2.94939,0.3370881
0.4,5,-0.5354210734367371,2.5689985752105713,2.6812773,0.033577442
0.4,6,-0.5582121014595032,2.283684492111206,2.5085018,-0.27452755
0.4,7,-0.34276652336120605,2.296172857284546,1.8907403,-0.046593666
0.4,8,-0.2817838191986084,2.4048919677734375,1.8069072,0.12310815
0.4,9,-0.2780970633029938,2.208219528198242,1.6768874,-0.069877505
0.4,10,0.09619265794754028,2.2436885833740234,0.8762518,0.33988118
0.4,11,-0.11410409212112427,2.3905234336853027,1.3937364,0.2764194
0.4,12,-0.2249484360218048,2.2087182998657227,1.544062,-0.016230106
0.4,13,-0.017062440514564514,2.0928800106048584,1.0430427,0.075817585
0.4,14,-0.09972606599330902,2.0550692081451416,1.21243,-0.044656873
0.4,15,0.20299820601940155,2.255040168762207,0.7002573,0.45803833
0.4,16,0.1894669532775879,2.0628139972686768,0.6609094,0.25228095
0.4,17,-0.02645792067050934,1.8917231559753418,1.0653397,-0.13473475
0.4,18,0.33810001611709595,1.7424226999282837,0.50445765,0.080522776
0.4,19,0.3589545488357544,1.6522164344787598,0.53189266,0.011170864
0.4,20,0.21682307124137878,1.630240559577942,0.7500881,-0.15293634
0.4,21,0.41925713419914246,1.7194191217422485,0.41598788,0.13867617
0.4,22,0.39197200536727905,1.606195330619812,0.52478015,-0.0018327236
0.4,23,0.5990968346595764,1.4922047853469849,0.41857934,0.09130168
0.4,24,0.5280210971832275,1.1064735651016235,1.0211536,-0.36550534
0.4,25,0.5585419535636902,1.240605354309082,0.77156544,-0.20085263
0.4,26,0.7364962697029114,1.3684254884719849,0.46832058,0.10492182
0.4,27,0.7319281697273254,1.575799822807312,0.2518083,0.30772805
0.4,28,0.7704057097434998,1.410536289215088,0.400181,0.18094206
0.4,29,0.7931540608406067,1.3018574714660645,0.5301882,0.09501147
0.4,30,0.6170095801353455,1.435118317604065,0.465773,0.052127838
0.4,31,0.3224634528160095,1.382834792137146,0.83994865,-0.2947018
0.4,32,0.49068203568458557,1.5293347835540771,0.48093057,0.020016909
0.4,33,0.44767555594444275,1.5041892528533936,0.55089056,-0.04813516
0.4,34,0.5305894613265991,1.5113275051116943,0.45914707,0.041916847
0.4,35,0.6963655352592468,1.4235690832138062,0.4244665,0.11993456
0.4,36,0.6842837333679199,1.4708210229873657,0.37970716,0.15510464
0.4,37,0.7833614349365234,1.5367871522903442,0.26149842,0.32014847
0.4,38,0.7104766964912415,1.5336698293685913,0.30128756,0.24414659
0.4,39,0.6196505427360535,1.3053789138793945,0.6271642,-0.074970484
0.4,40,0.48289263248443604,1.4555089473724365,0.56387055,-0.06159842
